Date,stock_mkt,RF,trend,trend_gate,exposure,strategy_return,trend_only_return,buy_hold_return
1974-08-23,-0.0159,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0159
1974-08-26,0.0073,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,0.0073
1974-08-27,-0.0156,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0156
1974-08-28,-0.003,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.003
1974-08-29,-0.0123,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,-0.0123
1974-08-30,0.0282999999999999,0.0003,-0.030635681564704365,0.0,0.0,0.0002841269841269841,0.0002841269841269841,0.0282999999999999
1974-09-03,-0.0214,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.0214
1974-09-04,-0.0265,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.0265
1974-09-05,0.0294,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,0.0294
1974-09-06,0.0078,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,0.0078
1974-09-09,-0.0223999999999999,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.0223999999999999
1974-09-10,-0.0075,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.0075
1974-09-11,-0.0085,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.0085
1974-09-12,-0.0252,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.0252
1974-09-13,-0.022,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.022
1974-09-16,0.0144999999999999,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,0.0144999999999999
1974-09-17,0.0167,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,0.0167
1974-09-18,0.004,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,0.004
1974-09-19,0.0338,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,0.0338
1974-09-20,0.0034999999999999,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,0.0034999999999999
1974-09-23,-0.0075,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.0075
1974-09-24,-0.018,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.018
1974-09-25,-0.0037,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.0037
1974-09-26,-0.016,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.016
1974-09-27,-0.0207,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.0207
1974-09-30,-0.0233,0.0004,-0.039233514200159206,0.0,0.0,0.00038412698412698416,0.00038412698412698416,-0.0233
1974-10-01,-0.0021,0.0002,-0.03808055814658653,0.0,0.0,0.00018412698412698415,0.00018412698412698415,-0.0021
